ID,Trial,Fam,Temp,lnTMG,pop
G13A7,3,6Gun,35,0.198336075,Gun
G13A8,3,6Gun,35,0.147050263,Gun
G17B2,3,8Gun,35,0.189367488,Gun
G17B3,2,8Gun,35,0.104135962,Gun
G17B4,2,8Gun,35,0.098398826,Gun
G18A8,3,9Gun,35,0.160149866,Gun
G18A9,3,9Gun,35,0.046229115,Gun
G18C3,3,9Gun,35,0.139872169,Gun
G18D2,2,9Gun,35,0.324049473,Gun
G20C2,3,10Gun,35,0.24052698,Gun
G23C2,2,11Gun,35,0.164476196,Gun
G23C2,3,11Gun,35,0.229820592,Gun
G23C3,2,11Gun,35,0.183633537,Gun
G23C4,2,11Gun,35,0.284898331,Gun
G26A12,3,12Gun,35,0,Gun
G26A13,3,12Gun,35,0.01801814,Gun
G26A4,3,12Gun,35,0.215329811,Gun
G26A7,3,12Gun,35,0.1406226,Gun
G29A4,3,14Gun,35,0.325860735,Gun
G29A5,3,14Gun,35,0.148400347,Gun
G29A7,2,14Gun,35,0.188200029,Gun
G6B2,3,1Gun,35,0.076442426,Gun
G7A3,3,2Gun,35,0.207233672,Gun
G10B4,3,4Gun,38,0.102927275,Gun
G10B7,3,4Gun,38,0.154556789,Gun
G10B9,3,4Gun,38,0.165676071,Gun
G11A17,1,5Gun,38,0.17515622,Gun
G13A14,4,6Gun,38,0.124344912,Gun
G13A18,3,6Gun,38,0.149802616,Gun
G16D2,1,7Gun,38,0.122290097,Gun
G17A15,1,8Gun,38,0.207775956,Gun
G18A11,3,9Gun,38,-0.033158258,Gun
G23B12,1,11Gun,38,0.275411478,Gun
G23B13,1,11Gun,38,0.233140358,Gun
G23B14,1,11Gun,38,0.21621554,Gun
G23B15,1,11Gun,38,0.216361338,Gun
G23B16,1,11Gun,38,0.150030433,Gun
G26A13,4,12Gun,38,0.141392193,Gun
G26A14,1,12Gun,38,0.14636158,Gun
G26A16,1,12Gun,38,0.22146726,Gun
G26A18,1,12Gun,38,0.299392659,Gun
G29A4,4,14Gun,38,0.085775612,Gun
G10B8,4,4Gun,41,0.126208911,Gun
G11A17,2,5Gun,41,0.147223635,Gun
G13A14,5,6Gun,41,0.199059191,Gun
G13A16,4,6Gun,41,0.133766913,Gun
G13A18,5,6Gun,41,0.17362072,Gun
G18A11,4,9Gun,41,0.054147216,Gun
G18A9,5,9Gun,41,0.048428516,Gun
G20C5,1,10Gun,41,0.204179734,Gun
G20C6,1,10Gun,41,0.125778177,Gun
G20C7,1,10Gun,41,0.16245088,Gun
G20E2,1,10Gun,41,0.150092997,Gun
G23B15,2,11Gun,41,0.222464184,Gun
G23B19,2,11Gun,41,0.108915798,Gun
G26A13,5,12Gun,41,0.216818597,Gun
G26A18,2,12Gun,41,0.267290459,Gun
G26A23,1,12Gun,41,0.155294994,Gun
G28E10,1,13Gun,41,0.258693405,Gun
G28E8,1,13Gun,41,0.168335339,Gun
G28E9,1,13Gun,41,0.245151001,Gun
G9D5,1,3Gun,41,0.223710672,Gun
G18A9,6,9Gun,43,-0.060759205,Gun
G20E2,2,10Gun,43,0.178626321,Gun
G28E10,2,13Gun,43,0.144691174,Gun
G28E8,2,13Gun,43,0.141504658,Gun
G28E9,2,13Gun,43,0.130808031,Gun
G9D4,2,3Gun,43,0.062059486,Gun
G9D5,2,3Gun,43,0.028064071,Gun
